
 -  09:18:22.000 - 	INFO:	  Maze sizes set --X:50, Y:20-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:29, Y:4-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:28, Y:5--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:28, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 Direction Return = 21
 -  09:18:22.265 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.265 - 	INFO:	  Building Right(East)
 -  09:18:22.265 - 	DEBUG2:		  Moving to:  --X:30, Y:5-- 
 -  09:18:22.265 - 	INFO:	  Tour: Position:  --X:29, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Tour: X axis <=> Left: 28 - Right: 30
 -  09:18:22.265 - 	DEBUG1:		Tour: Y axis <=> Up: 6 - Down: 4
 -  09:18:22.265 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:29, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:29, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:28, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:28, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:28, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:29, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:30, Y:5-- 
 -  09:18:22.265 - 	INFO:	  	Getting Directions....
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:31, Y:5--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:31, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:29, Y:5--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:29, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:22.265 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.265 - 	INFO:	  Building Right(East)
 -  09:18:22.265 - 	DEBUG2:		  Moving to:  --X:31, Y:5-- 
 -  09:18:22.265 - 	INFO:	  Tour: Position:  --X:30, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Tour: X axis <=> Left: 29 - Right: 31
 -  09:18:22.265 - 	DEBUG1:		Tour: Y axis <=> Up: 6 - Down: 4
 -  09:18:22.265 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:29, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:29, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:29, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:31, Y:5-- 
 -  09:18:22.265 - 	INFO:	  	Getting Directions....
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:31, Y:6--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:31, Y:6-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:32, Y:5--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:32, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:31, Y:4--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:31, Y:4-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:30, Y:5--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:30, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 Direction Return = 21
 -  09:18:22.265 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.265 - 	INFO:	  Building Down(South)
 -  09:18:22.265 - 	DEBUG2:		  Moving to:  --X:31, Y:4-- 
 -  09:18:22.265 - 	INFO:	  Tour: Position:  --X:31, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Tour: X axis <=> Left: 30 - Right: 32
 -  09:18:22.265 - 	DEBUG1:		Tour: Y axis <=> Up: 6 - Down: 4
 -  09:18:22.265 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Tour: Visiting top half
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:6-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:31, Y:4-- 
 -  09:18:22.265 - 	INFO:	  	Getting Directions....
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:31, Y:5--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:31, Y:5-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:31, Y:3--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:31, Y:3-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 Direction Return = 16
 -  09:18:22.265 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.265 - 	INFO:	  Building Down(South)
 -  09:18:22.265 - 	DEBUG2:		  Moving to:  --X:31, Y:3-- 
 -  09:18:22.265 - 	INFO:	  Tour: Position:  --X:31, Y:4-- 
 -  09:18:22.265 - 	DEBUG1:		Tour: X axis <=> Left: 30 - Right: 32
 -  09:18:22.265 - 	DEBUG1:		Tour: Y axis <=> Up: 5 - Down: 3
 -  09:18:22.265 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Tour: Visiting top half
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:5-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:31, Y:3-- 
 -  09:18:22.265 - 	INFO:	  	Getting Directions....
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:31, Y:4--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:31, Y:4-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:32, Y:3--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:32, Y:3-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:31, Y:2--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:31, Y:2-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:30, Y:3--  is acceptable
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:30, Y:3-- 
 -  09:18:22.265 - 	DEBUG1:		Get Direction:	 Direction Return = 84
 -  09:18:22.265 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.265 - 	INFO:	  Building Right(East)
 -  09:18:22.265 - 	DEBUG2:		  Moving to:  --X:32, Y:3-- 
 -  09:18:22.265 - 	INFO:	  Tour: Position:  --X:31, Y:3-- 
 -  09:18:22.265 - 	DEBUG1:		Tour: X axis <=> Left: 30 - Right: 32
 -  09:18:22.265 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.265 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:3-- 
 -  09:18:22.265 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.265 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:4-- 
 -  09:18:22.265 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:30, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:32, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:33, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:31, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:31, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:33, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:32, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 31 - Right: 33
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:31, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:33, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:33, Y:4--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:4-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:34, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:34, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:33, Y:2--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:33, Y:2-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:32, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:32, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 21
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:34, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:33, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 32 - Right: 34
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:32, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:34, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:35, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:33, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:33, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:35, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:34, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 33 - Right: 35
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:33, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:35, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:35, Y:4--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:4-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:36, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:36, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:35, Y:2--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:35, Y:2-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:34, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:34, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 21
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:36, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:35, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 34 - Right: 36
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:34, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:36, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:37, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:37, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:35, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:35, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:37, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:36, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 35 - Right: 37
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:35, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:37, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:37, Y:4--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:37, Y:4-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:38, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:38, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:37, Y:2--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:37, Y:2-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:36, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:36, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 21
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:38, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:37, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 36 - Right: 38
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:37, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:37, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:36, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:37, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:38, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:39, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:39, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:37, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: True @  --X:37, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 Direction Return = 4
 -  09:18:22.280 - 	INFO:	  Build Path: Choosing direction
 -  09:18:22.280 - 	INFO:	  Building Right(East)
 -  09:18:22.280 - 	DEBUG2:		  Moving to:  --X:39, Y:3-- 
 -  09:18:22.280 - 	INFO:	  Tour: Position:  --X:38, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Tour: X axis <=> Left: 37 - Right: 39
 -  09:18:22.280 - 	DEBUG1:		Tour: Y axis <=> Up: 4 - Down: 2
 -  09:18:22.280 - 	INFO:	  Marking LAST cell as visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:38, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Tour: Visiting left half
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:38, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:37, Y:4-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:37, Y:3-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:37, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cell sent to Cartographer:  --X:38, Y:2-- 
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Marking Visited
 -  09:18:22.280 - 	INFO:	  Build Path: Adding position to PATH HISTORY --X:39, Y:3-- 
 -  09:18:22.280 - 	INFO:	  	Getting Directions....
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 North on (x, iy)  --X:39, Y:4--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:39, Y:4-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 East on (ix, y)  --X:40, Y:3--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:40, Y:3-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 South on (x, iy)  --X:39, Y:2--  is acceptable
 -  09:18:22.280 - 	DEBUG3:		    Cartographer:	 Check Cell: False @  --X:39, Y:2-- 
 -  09:18:22.280 - 	DEBUG1:		Get Direction:	 West on (ix, y)  --X:38, Y:3--  is acceptable
